Date,Open,High,Low,Close,Adj Close,Volume,Monthly Return,Monthly Risk Free Return,Equity Premium
10/1/1990,7.75,7.8,7.59,7.67,1.0573,0,0.033201316,0.006122883,0.027078433
11/1/1990,7.72,7.89,7.71,7.87,1.092993,0,0.022805811,0.006098036,0.016707775
12/1/1990,7.91,8.08,7.91,7.99,1.118206,0,0.011449965,0.006015206,0.005434759
1/1/1991,8.06,8.07,7.89,8.02,1.131083,0,0.017569357,0.005509793,0.012059564
2/1/1991,8.11,8.19,8.09,8.1,1.151131,0,0.012245641,0.005294294,0.006951347
3/1/1991,8.06,8.14,7.99,8.14,1.165314,0,0.014170808,0.005169946,0.009000862
4/1/1991,8.13,8.25,8.12,8.19,1.181945,0,0.004195275,0.004921204,-0.000725929
5/1/1991,8.2,8.23,8.1,8.17,1.186914,0,-0.003715672,0.004722166,-0.008437838
6/1/1991,8.12,8.12,7.98,8.08,1.182512,0,0.016513054,0.004747048,0.011766006
7/1/1991,8.07,8.15,8.01,8.15,1.202201,0,0.026354015,0.004747048,0.021606967
8/1/1991,8.14,8.37,8.14,8.31,1.234305,0,0.02756509,0.004738754,0.022826336
9/1/1991,8.32,8.48,8.31,8.48,1.268802,0,0.007804416,0.004564566,0.00323985
10/1/1991,8.48,8.51,8.33,8.49,1.278743,0,0.006879157,0.004373755,0.002505402
11/1/1991,8.49,8.55,8.43,8.49,1.28757,0,0.050886049,0.004124815,0.046761234
12/1/1991,8.51,8.87,8.51,8.87,1.354785,0,-0.02095339,0.003718079,-0.024671469
1/1/1992,8.83,8.87,8.62,8.63,1.326693,0,0.011375529,0.003294567,0.008080962
2/1/1992,8.61,8.68,8.54,8.67,1.341871,0,-0.005909198,0.003277955,-0.009187153
3/1/1992,8.62,8.62,8.47,8.56,1.333965,0,0.003162992,0.003352707,-0.000189715
4/1/1992,8.61,8.66,8.5,8.53,1.338191,0,0.027713044,0.003452367,0.024260677
5/1/1992,8.55,8.75,8.55,8.71,1.375795,0,0.016320578,0.003153356,0.013167222
6/1/1992,8.67,8.79,8.67,8.79,1.398433,0,0.035311517,0.003153356,0.032158161
7/1/1992,8.81,9.11,8.81,9.05,1.448696,0,0.00863592,0.00303705,0.00559887
8/1/1992,9.04,9.16,9.04,9.07,1.461261,0,0.012780839,0.002704672,0.010076167
9/1/1992,9.09,9.22,9.07,9.13,1.480057,0,-0.021851728,0.002688051,-0.024539779
10/1/1992,9.19,9.19,8.86,8.88,1.448066,0,-0.011764531,0.002289045,-0.014053576
11/1/1992,8.85,8.92,8.72,8.72,1.43113,0,0.039426823,0.002521818,0.036905005
12/1/1992,8.72,8.88,8.72,8.86,1.488682,0,0.026452615,0.002812707,0.023639908
1/1/1993,8.91,9.04,8.83,9.04,1.528587,0,0.027559523,0.002621561,0.024937962
2/1/1993,9.04,9.25,9.02,9.24,1.5713,0,0.006751168,0.002463629,0.004287539
3/1/1993,9.28,9.36,9.19,9.22,1.581944,0,0.008143401,0.002505193,0.005638208
4/1/1993,9.21,9.34,9.15,9.24,1.594879,0,0.000422513,0.002455317,-0.002032804
5/1/1993,9.28,9.32,9.17,9.19,1.595553,0,0.029532278,0.002471942,0.027060336
6/1/1993,9.23,9.41,9.22,9.41,1.643376,0,0.010103493,0.002604938,0.007498555
7/1/1993,9.4,9.49,9.37,9.45,1.660064,0,0.030703313,0.002580002,0.028123311
8/1/1993,9.46,9.72,9.46,9.69,1.711824,0,0.003298049,0.002580002,0.000718047
9/1/1993,9.69,9.84,9.67,9.67,1.717479,0,0.006289427,0.002563378,0.003726049
10/1/1993,9.71,9.83,9.65,9.68,1.728315,0,-0.017724126,0.002480255,-0.020204381
11/1/1993,9.62,9.62,9.42,9.46,1.697952,0,-0.020218909,0.002580002,-0.022798911
12/1/1993,9.48,9.57,9.22,9.22,1.663966,0,0.045440685,0.002671429,0.042769256
1/1/1994,9.18,9.37,9.18,9.36,1.741322,0,-0.029321568,0.002555066,-0.031876634
2/1/1994,9.32,9.32,9.03,9.04,1.691005,0,-0.040751033,0.002538442,-0.043289475
3/1/1994,8.98,8.98,8.63,8.63,1.62348,0,-0.003312574,0.002887494,-0.006200068
4/1/1994,8.47,8.61,8.44,8.48,1.618111,0,-0.005982842,0.002962275,-0.008945117
5/1/1994,8.46,8.52,8.28,8.38,1.608459,0,-0.006048249,0.003302873,-0.009351122
6/1/1994,8.39,8.54,8.28,8.28,1.59876,0,0.025272162,0.003585232,0.02168693
7/1/1994,8.28,8.44,8.2,8.44,1.639679,0,-0.003261438,0.003543714,-0.006805152
8/1/1994,8.43,8.46,8.28,8.36,1.63434,0,-0.024113938,0.003651658,-0.027765596
9/1/1994,8.36,8.36,8.08,8.11,1.595401,0,-0.00482672,0.003892415,-0.008719135
10/1/1994,8.08,8.11,7.96,8.02,1.587719,0,0.002756761,0.003992021,-0.00123526
11/1/1994,7.97,8.03,7.89,7.99,1.592102,0,0.014035189,0.004323971,0.009711218
12/1/1994,7.97,8.12,7.97,8.05,1.614605,0,0.022485229,0.004755342,0.017729887
1/1/1995,8.02,8.18,8.02,8.18,1.651321,0,0.026961669,0.004722166,0.022239503
2/1/1995,8.16,8.35,8.15,8.35,1.696449,0,0.012217212,0.004987542,0.00722967
3/1/1995,8.38,8.47,8.23,8.4,1.717302,0,0.015801227,0.004937789,0.010863438
4/1/1995,8.43,8.5,8.43,8.48,1.744653,0,0.058850473,0.004888034,0.053962439
5/1/1995,8.47,8.95,8.47,8.94,1.850408,0,0.00817281,0.004879741,0.003293069
6/1/1995,8.99,9.06,8.88,8.96,1.865593,0,-0.010033048,0.004829983,-0.014863031
7/1/1995,8.97,9.07,8.76,8.82,1.846969,0,0.019447781,0.004655812,0.014791969
8/1/1995,8.78,8.94,8.7,8.94,1.88324,0,0.017096179,0.004655812,0.012440367
9/1/1995,8.98,9.07,8.95,9.04,1.915713,0,0.020097738,0.004531384,0.015566354
10/1/1995,9.05,9.21,9.05,9.17,1.954604,0,0.022028632,0.004489905,0.017538727
11/1/1995,9.2,9.32,9.16,9.32,1.998139,0,0.022658667,0.004556271,0.018102396
12/1/1995,9.35,9.48,9.28,9.48,2.043931,0,0.000342908,0.004556271,-0.004213363
1/1/1996,9.46,9.48,9.3,9.43,2.044632,0,-0.038808949,0.004240994,-0.043049943
2/1/1996,9.4,9.41,9.02,9.02,1.966802,0,-0.018110417,0.004199503,-0.02230992
3/1/1996,9.11,9.15,8.81,8.81,1.931503,0,-0.004998225,0.004174608,-0.009172833
4/1/1996,8.84,8.85,8.6,8.64,1.921873,0,-0.002364552,0.004265888,-0.00663044
5/1/1996,8.63,8.7,8.48,8.57,1.917334,0,0.016492074,0.004274186,0.012217888
6/1/1996,8.56,8.66,8.44,8.66,1.949217,0,-0.000299139,0.004307377,-0.004606516
7/1/1996,8.65,8.65,8.44,8.61,1.948634,0,-0.007934366,0.004307377,-0.012241743
8/1/1996,8.72,8.81,8.49,8.49,1.933234,0,0.024896547,0.004423535,0.020473012
9/1/1996,8.52,8.69,8.45,8.65,1.981969,0,0.033274251,0.004398645,0.028875606
10/1/1996,8.7,8.89,8.7,8.89,2.049027,0,0.03044502,0.004274186,0.026170834
11/1/1996,8.88,9.11,8.88,9.11,2.112369,0,-0.030100526,0.004299079,-0.034399605
12/1/1996,9.1,9.11,8.79,8.79,2.049733,0,0.005715601,0.004265888,0.001449713
1/1/1997,8.71,8.72,8.59,8.71,2.061482,0,0.00258702,0.004332269,-0.001745249
2/1/1997,8.76,8.91,8.67,8.68,2.066822,0,-0.022488009,0.004282484,-0.026770493
3/1/1997,8.66,8.67,8.44,8.44,2.020862,0,0.02076698,0.004340566,0.016426414
4/1/1997,8.46,8.56,8.38,8.56,2.063268,0,0.009377836,0.004448424,0.004929412
5/1/1997,8.58,8.62,8.5,8.59,2.082708,0,0.022266607,0.004390348,0.017876259
6/1/1997,8.61,8.84,8.61,8.73,2.129603,0,0.054889744,0.004124815,0.050764929
7/1/1997,8.77,9.17,8.77,9.17,2.249764,0,-0.025304542,0.004365458,-0.02967
8/1/1997,9.02,9.03,8.84,8.89,2.193549,0,0.024788799,0.004365458,0.020423341
9/1/1997,8.92,9.14,8.83,9.06,2.248604,0,0.023026844,0.00435716,0.018669684
10/1/1997,9.13,9.25,9.02,9.22,2.300983,0,0.00674604,0.004207801,0.002538239
11/1/1997,9.16,9.24,9.12,9.23,2.316558,0,0.008683747,0.004332269,0.004351478
12/1/1997,9.23,9.37,9.15,9.26,2.336762,0,0.019786584,0.004340566,0.015446018
1/1/1998,9.33,9.48,9.18,9.32,2.383459,0,-0.001925527,0.004456721,-0.006382248
2/1/1998,9.27,9.36,9.2,9.25,2.378874,0,-0.005867849,0.004315674,-0.010183523
3/1/1998,9.16,9.32,9.12,9.15,2.364956,0,0.015670109,0.004423535,0.011246574
4/1/1998,9.19,9.31,9.05,9.16,2.402307,0,0.018444293,0.004290781,0.014153512
5/1/1998,9.17,9.28,9.08,9.28,2.447027,0,0.013997457,0.00415801,0.009839447
6/1/1998,9.3,9.43,9.26,9.36,2.48152,0,-0.007751036,0.004182906,-0.011933942
7/1/1998,9.35,9.4,9.22,9.24,2.46236,0,0.009745805,0.004240994,0.005504811
8/1/1998,9.29,9.32,9.25,9.28,2.486475,0,0.033990764,0.004240994,0.02974977
9/1/1998,9.24,9.55,9.22,9.55,2.572445,0,-0.025846179,0.004124815,-0.029970994
10/1/1998,9.63,9.76,9.22,9.26,2.506809,0,0.023345041,0.003635052,0.019709989
11/1/1998,9.18,9.43,9.1,9.43,2.566019,0,-0.009924303,0.003601839,-0.013526142
12/1/1998,9.45,9.52,9.29,9.29,2.540679,0,0.02817783,0.0038011,0.02437673
1/1/1999,9.26,9.38,9.16,9.38,2.613288,0,-0.037320212,0.003726382,-0.041046594
2/1/1999,9.3,9.3,8.95,8.99,2.517557,0,-0.005132397,0.003726382,-0.008858779
3/1/1999,8.91,9.1,8.88,8.9,2.504669,0,0.004745439,0.003875813,0.000869626
4/1/1999,8.87,9.06,8.84,8.84,2.516583,0,-0.01658608,0.003734684,-0.020320764
5/1/1999,8.85,8.85,8.65,8.65,2.475187,0,-0.012044675,0.003784496,-0.015829171
6/1/1999,8.56,8.56,8.35,8.5,2.445553,0,-0.009940255,0.003875813,-0.013816068
7/1/1999,8.48,8.57,8.37,8.37,2.421364,0,-0.00399332,0.003975421,-0.007968741
8/1/1999,8.35,8.46,8.2,8.29,2.411714,0,0.009290733,0.00395052,0.005340213
9/1/1999,8.28,8.4,8.23,8.32,2.434225,0,0.001965429,0.004141413,-0.002175984
10/1/1999,8.25,8.29,8.12,8.29,2.439014,0,-0.001400316,0.00405842,-0.005458736
11/1/1999,8.27,8.4,8.21,8.23,2.435601,0,-0.009068748,0.00425759,-0.013326338
12/1/1999,8.22,8.33,8.11,8.11,2.413613,0,0.002201325,0.004406942,-0.002205617
1/1/2000,8.04,8.13,7.97,8.08,2.418932,0,0.008393191,0.004431832,0.003961359
