Date,Open,High,Low,Close,Adj Close,Volume,Monthly Total Return,Monthly Risk Free Return,Monthly Equity Premium
2/1/1996,14.1,14.42,14.09,14.34,6.723609,0,0.012474649,0.004199503,0.008275146
3/1/1996,14.42,14.52,14.11,14.52,6.808009,0,0.007560497,0.004174608,0.003385889
4/1/1996,14.53,14.79,14.47,14.61,6.859676,0,0.011568651,0.004265888,0.007302763
5/1/1996,14.58,14.78,14.45,14.78,6.939494,0,0.013440801,0.004274186,0.009166615
6/1/1996,14.77,14.98,14.66,14.98,7.033396,0,-0.012088734,0.004307377,-0.016396111
7/1/1996,15,15,14.51,14.8,6.948883,0,0.029296312,0.004307377,0.024988935
8/1/1996,14.89,15.42,14.89,15.24,7.155471,0,0.019493558,0.004423535,0.015070023
9/1/1996,15.11,15.54,15.11,15.54,7.296325,0,0.021643452,0.004398645,0.017244807
10/1/1996,15.6,15.99,15.6,15.88,7.455964,0,0.047950062,0.004274186,0.043675876
11/1/1996,15.86,16.67,15.86,16.66,7.822188,0,-0.005416713,0.004299079,-0.009715792
12/1/1996,16.610001,16.610001,16.139999,16.57,7.779932,0,0.02621491,0.004265888,0.021949022
1/1/1997,16.290001,16.76,16.290001,16.6,7.986579,0,0.012571866,0.004332269,0.008239597
2/1/1997,16.58,17.049999,16.58,16.809999,8.087619,0,0.031618255,0.004282484,0.027335771
3/1/1997,16.73,17.35,16.59,17.35,8.347421,0,-0.002821494,0.004340566,-0.00716206
4/1/1997,16.9,17.27,16.620001,17.27,8.323902,0,0.044728298,0.004448424,0.040279874
5/1/1997,17.370001,18.57,17.370001,18.059999,8.704668,0,0.051266182,0.004390348,0.046875834
6/1/1997,18.030001,19.299999,18.030001,19.01,9.16256,0,0.045754489,0.004124815,0.041629674
